HPO编号	名称(中文)	定义(中文)
HP:0002232	圆形脱发，圆秃，鬼剃头	
HP:0002234	男性脱发、家族性秃发、脂溢性脱发、遗传性脱发、雄激素性脱发	头皮脱落年龄早于正常脱发年龄。
HP:0002235	隧道毛发	蓬乱的毛发。
HP:0002236	前额卷发	前额头发向上和（或）向侧方生长。
HP:0002239	胃肠道出血	`影响胃肠系统的出血。
HP:0002240	肝脏肿大	肝脏尺寸异常增大。
HP:0002242	肠道异常	肠道的异常。与其密切相关的术语，肠病，被用于指肠道的任何疾病。
HP:0002243	蛋白丢失性肠病	血浆蛋白过量渗漏入消化道内引起的蛋白从消化道异常流失。
HP:0002244	小肠异常	小肠的异常。
HP:0002245	Meckel憩室	Meckel憩室是位于回肠远端的先天性憩室。
HP:0002246	十二指肠异常	十二指肠，即小肠的第一部分的异常。
HP:0002247	十二指肠闭锁	一种导致十二指肠腔完全闭锁的发育缺陷，即，十二指肠的异常闭合。
HP:0002248	吐血	血的呕吐。
HP:0002249	黑便	与消化道出血相关的黑色、柏油样粪便的排泄。如果血在结肠停留的时间够长，足以使结肠细菌将其降解而产生黑便。一种降解产物，血红素，浸染粪便使其呈黑色。因此，黑便通常伴随上消化道出血（例如，胃溃疡或十二指肠溃疡），其血液通常在肠道的停留时间较下消化道出血更长。
HP:0002250	大肠异常	大肠的任何异常。
HP:0002251	无神经节性巨结肠	由于肠道缺乏神经节细胞引起的异常（即肠道的无神经节段），导致肠梗阻伴结肠扩大。
HP:0002253	结肠憩室	结肠存在多个憩室。
HP:0002254	间歇性腹泻	
HP:0002256	小肠憩室	
HP:0002257	慢性鼻炎	鼻粘膜的慢性炎症
HP:0002263	夸张的丘比特唇弓	丘比特弓（唇弓）的更显著的正中两侧的双峰和正中切口。
HP:0002265	大耳肉过多	
HP:0002266	局灶性阵挛性发作	
HP:0002267	过度惊跳反射	突然且意外的视觉、听觉或面部周围快速的移动引发的过度地惊跳反射。
HP:0002268	阵发性肌张力障碍	肌张力障碍的一种形式特征是肌张力障碍（通常hemidystonia或全身），从几分钟到几个小时持续发作。有发作之间没有肌张力障碍的症状。
HP:0002269	神经细胞迁移异常	神经细胞迁移异常，如神经元从他们的起源迁移至其在大脑中的最终位置的过程中的异常。
HP:0002270	自主神经系统异常	`自主神经系统`的异常（FMA:9905）。
HP:0002271	自主神经失调	`自主神经系统调节异常（FMA:9905）。
HP:0002273	四肢轻瘫	四肢虚弱。
HP:0002275	运动不协调	
HP:0002277	霍纳综合征	异常特征由交感神经系统的损伤而引起，表现为单方面上睑下垂，瞳孔缩小，并经常同侧少汗和结膜下注射。
HP:0002280	小脑延髓池扩大	位于小脑和延髓背面之间的小脑延髓池大小增加。
HP:0002281	灰质异位	灰质异位是指因灰质团块位于脑内错误的位置导致的神经功能障碍，是皮质畸形的一种。除了位置，异位的神经元可能是正常的；且葡萄糖代谢水平与正常位置的灰质一致。这种情况可以造成的多种不同症状，但通常包含一定程度的癫痫或反复痫性发作，常会影响大脑更高水平的能力。其表现可以无症状，也可以引起严重症状，比如严重的癫痫，运动能力丧失，智力低下。
HP:0002282	异位	
HP:0002283	全脑萎缩	大脑整体灰质体积减少，而非特定部位萎缩，伴脑池扩大。
HP:0002286	金发	毛发色素沉着与正常状态相比较减少。
HP:0002287	进行性脱发	进行性毛发脱失。
HP:0002289	全身毛发脱失	全身的毛发全部脱失。
HP:0002290	白发	头发或睫毛局限性色素脱失。
HP:0002292	前额秃发	前额中线部位和（或）头顶的秃发。
HP:0002293	头皮脱发	
HP:0002296	进行性少毛症	毛发生长呈进行性减慢或停滞。
HP:0002297	红发	
HP:0002298	毛发缺失	
HP:0002299	毛发干枯	毛发抗拉强度降低并且脆弱易断裂。
HP:0002300	缄默症	
HP:0002301	偏瘫	一侧上下肢瘫痪（肌肉功能完全丧失），有时累及面部。
HP:0002304	运动不能	没有发起自主活动或运动并能快速、轻松地执行日常的自主运动的能力。
HP:0002305	手足徐动症	手足徐动症（来自希腊字为'可变“或”不固定“）是指无法维持手指、脚趾、舌头或任何其他组的肌肉在固定位置。相反，姿势被缓慢、无目的的不自主运动中断。
HP:0002307	流涎	从嘴里习惯性地流出口水。
HP:0002308	小脑扁桃体下疝畸形	Arnold-Chiari 畸形包括小脑扁桃体向下移位，并且延髓通过枕骨大孔，有时会由于阻塞脑脊液外流造成脑积水。
HP:0002310	口面运动障碍	
HP:0002311	不协调	
HP:0002312	笨拙	缺乏身体的协调性，导致不正常的倾向，容易掉落物品或者撞到物体。
HP:0002313	痉挛性双下肢瘫	
HP:0002314	皮质脊髓侧束变性	皮质脊髓侧束（FMA:72635）退行性变。
HP:0002315	头痛	不局限于任何神经的分布区域，头的不同部位感知的疼痛。
HP:0002317	步态不稳	
HP:0002318	脊髓型颈椎病	
HP:0002321	眩晕	身体实际上静止不动却自觉旋转的异常感觉。
HP:0002322	静止性震颤	静止性震颤发生在肌肉静息时，当受累肌肉活动时变得很轻或消失，是缓慢的粗大的震颤。
HP:0002323	无脑畸形	
HP:0002324	积水型无脑畸形	脑脊液和胶质组织替代大部分大脑半球和胼胝体为特征的一种脑发育缺陷。
HP:0002326	短暂性脑缺血发作	
HP:0002329	困倦	白天睡眠过多。
HP:0002330	阵发性嗜睡	不能控制的白天困倦及低警醒度
HP:0002331	头痛（伴发嗜铬细胞瘤）	
HP:0002332	同伴关系缺乏	
HP:0002333	运动发育迟缓	既有的运动能力的损失。
HP:0002334	小脑蚓部异常	在`小脑`的蚓部的异常（FMA:76928）。
HP:0002335	小脑蚓部发育不全	先天性`小脑`的蚓部（FMA:76928）缺如。
HP:0002339	尾状核异常	在`尾状核`的异常（FMA:61833）。
HP:0002340	尾状核萎缩	
HP:0002341	颈脊髓压迫症	颈部脊髓压迫，一般表现为感觉异常、麻木、无力、行走困难、协调性障碍、颈部疼痛或僵硬。
HP:0002342	中度智力残疾	中度精神发育迟滞定义为智商（IQ）在35-49的范围内。
HP:0002343	正常压力性脑积水	伴有腰穿检测脑脊液压力正常的脑室系统扩大的一种脑积水
HP:0002344	进行性神经功能恶化	
HP:0002345	动作性震颤	当肢体处于活动状态，或者当肢体伸出在某个位置或在自主运动过程中出现的震颤。
HP:0002346	头部震颤	无意识的，影响头部运动的反复的肌肉振荡运动。
HP:0002349	局灶性发作不伴有意识障碍	一个`部分性癫痫发作`（HP:0007359），其中意识得以保持。
HP:0002350	小脑囊肿	
HP:0002352	白质脑病	该术语描述源于神经细胞的髓鞘损害所致的大脑白质异常。
HP:0002353	脑电图异常	通过头皮电极记录大脑的自发电活动的脑电图（EEG）观察到的异常。
HP:0002354	记忆障碍	记忆障碍，表现为记住事情的能力下降和遗忘增加，如日期、名称。
HP:0002355	行走困难	行走（走动）能力下降。
HP:0002356	书写痉挛	手指，手和/或前臂的局灶性肌张力障碍，在受影响的人试图完成需要精细动作的任务时出现，如书写或玩乐器的任务出。
HP:0002357	语言障碍	
HP:0002359	频繁跌倒	
HP:0002360	睡眠障碍	是一种睡眠异常包括以下现象:1）失眠/睡眠过度，2）非恢复性睡眠，3）睡眠节律紊乱，4）白天过度嗜睡，5）睡眠呼吸暂停，和6）躁动。
HP:0002361	精神运动性恶化	现有智能和运动能力的下降
HP:0002362	曳行步态	
HP:0002363	脑干形态异常	在脑干`brainstem`的异常（FMA:79876）。
HP:0002365	脑干发育不良	脑干的发育不完全（FMA:79876）。
HP:0002366	下运动神经元的异常	在`下运动神经元`的异常（FMA:84632）。
HP:0002367	幻视	
HP:0002370	协调能力下降	
HP:0002371	言语不能	
HP:0002372	发作间期正常脑电图	
HP:0002373	高热惊厥	指婴儿或幼儿发热导致的抽搐，通常表现为意识丧失和强直-阵挛发作。大多数热性惊厥持续一到两分钟。
HP:0002374	运动减少	
HP:0002375	少动	异常的运动减少。与瘫痪相比，运动迟缓并不是缺乏运动的力量，而是运动的贫乏。典型的习惯性动作（如交叉双臂，盘腿）的频率减低。
HP:0002376	发育倒退	丧失发育能力，表现为缺少里程碑性的发育标志。
HP:0002377	副神经节瘤相关的颅神经麻痹	与头部或颈部的副神经节瘤相关的颅神经麻痹。
HP:0002378	手部震颤	
HP:0002380	肌束震颤	指在皮肤下观察到的细微、局部及不自主地肌肉收缩（抽搐），是由于轴索的兴奋性增高导致的（通常是运动神经元病的表现）。这导致了轴索支配的所有肌肉纤维独立于其他运动单位的自发性放电。
HP:0002381	失语症	
HP:0002383	脑炎	
HP:0002384	局灶性发作伴有意识障碍	表现为意识障碍或意识丧失的部分性发作（HP:0007359）。
HP:0002385	下肢轻瘫	双下肢力弱或部分瘫痪
HP:0002389	第五脑室	如果透明隔的两个薄层未融合在一起，那么就会出现的一个充满液体的空间或空腔。透明隔间腔在出生时存在，但通常3-6个月时消失。它宽约1cm，壁是平行的。它是一个封闭的空间，不属于脑室系统的一部分，不与蛛网膜下腔相连。
HP:0002390	脊髓动静脉畸形	
HP:0002392	脑电图，伴多棘慢复合波	脑电图示重复的棘波之后紧随慢波。
HP:0002394	用脚尖行走	
HP:0002395	下肢腱反射亢进	
HP:0002396	齿轮样强直	
HP:0002398	前角细胞变性	
HP:0002401	卒中样发作	
HP:0002403	闭目难立征阳性	病人站立时并脚来保持平衡，然后被要求闭上眼睛。如果闭眼后失去平衡曾考虑为Romberg征阳性，可能存在本体感觉的异常。
HP:0002404	小脑上脚增厚	小脑上脚（FMA:72495）的宽度增加。
HP:0002406	肢体辨距不良	累及肢体的一种辨距不良（HP:0001310）。
HP:0002408	脑动静脉畸形	
HP:0002410	中脑导水管狭窄	脑导水管狭窄（也被称为脑导管，aqueductus mesencephali，或西尔维于导水管），导水管连接间脑的第三脑室到第四脑室，位于脑桥和小脑之间。
HP:0002411	肌纤维颤搐	慢性神经损伤相关的运动单位的连续，快速收缩。放电产生于再生神经的周边方面和临床上赋予身体表面覆盖在该肌肉的几乎连续的起伏
HP:0002414	脊柱裂	胚胎神经管不完全闭合，因此一些椎弓仍然未融合和开放。在最轻的形式是隐性脊柱裂，其次为脑脊髓膜膨出和脑脊髓脊膜膨出。
HP:0002415	脑白质营养不良	脑白质营养不良是指源于中枢神经系统髓鞘变性的脑白质退变。它们的基本缺陷与髓鞘膜的合成和维持直接相关。
HP:0002416	室管膜下囊肿	
HP:0002418	中脑形态异常	中脑（61993 FMA）的形态异常，其组成部分包括中脑顶盖，大脑脚，中脑被盖和中脑导水管。
HP:0002419	磁共振磨牙征	在轴位磁共振成像的中脑异常表现，细长的小脑上脚使中脑呈现磨牙或智齿的外观。
HP:0002421	头部控制能力弱	站或坐时很难保持头的正确位置。
HP:0002423	长束征	
HP:0002425	构音障碍	在运动能力的缺陷导致的不能发音。
HP:0002427	运动性失语	语言表达能力障碍，和语言理解能力相对保留。也就是说，病人可以理解语言（语音，文字），但不能表达。
HP:0002435	脑脊膜膨出	通过脊柱缺口脑膜膨出。
HP:0002436	枕脊膜膨出	
HP:0002438	小脑畸形	
HP:0002439	额叶边缘性痴呆	
HP:0002442	计算困难	累及数学和计算的学习障碍。
HP:0002444	下丘脑错构瘤	下丘脑存在错构瘤（FMA:62008）。
HP:0002445	四肢瘫	相关的脊髓损伤水平以下的所有四肢、躯干的麻痹。四肢瘫的病因是类似于截瘫的不同之处在于病变是在颈脊髓而不是在脊髓的胸腰椎段。
HP:0002446	星形胶质细胞增殖	中枢神经系统病变区域的`星形胶质细胞`（CL:0000127）的增殖。
HP:0002448	进行性脑病	
HP:0002450	运动神经元的异常	
HP:0002451	肢体肌张力障碍	影响肢体肌肉的一种肌张力障碍（异常肌张力增加导致固定的异常姿势）。
HP:0002453	苍白球异常	在`苍白球`的异常（FMA:61835）。
HP:0002454	苍白球虎眼征	双侧苍白球、黑质MRI T2加权像对称性低信号，且在`苍白球`(FMA:61835)低信号的前内侧出现斑点状高信号，外观类似老虎眼。
HP:0002457	头部运动异常	
HP:0002459	自主神经功能失调	`自主神经系统`（FMA:9905）`功能失调`（PATO:0001641）。
HP:0002460	远端肌无力	四肢远端的肌肉强度降低。
HP:0002461	小脑齿状核密集钙化	
HP:0002463	语言障碍	
HP:0002464	痉挛性构音障碍	。一种与双侧上运动神经元的锥体束和锥体外束损伤相关的构音障碍。受累的个体的语言缓慢、费力而且音质刺耳。
HP:0002465	少言寡语	
HP:0002470	非进行性小脑性共济失调	
HP:0002472	小大脑皮层	在`脑cortex`的小型化（FMA:61830）。
HP:0002474	语言表达延迟	延迟获得使用语言进行表达需要、愿望或想法的能力
HP:0002475	脊髓脊膜膨出	通过脊柱缺损处膨出的脊膜和部分脊髓。
HP:0002476	原始反射（掌颏反射，口鼻部，眉间）	
HP:0002478	进行性痉挛性四肢瘫	
HP:0002480	肝性脑病	肝功能衰竭相关的中枢神经系统功能障碍，临床特点（取决于严重程度）为嗜睡，意识模糊，眼球震颤，去皮层状态，痉挛，双侧巴宾斯基反射阳性。
HP:0002483	延髓征象	
HP:0002486	肌强直	无意识的、无痛的停滞于骨骼肌收缩或电刺激后的一种松弛状态。
HP:0002487	多动	运动多动与整个身体肌肉过度的运动。
HP:0002488	急性白血病	
HP:0002490	脑脊液乳酸升高	脑脊液中乳酸浓度升高。
HP:0002491	面肌痉挛	面部肌肉的不自主收缩。
HP:0002492	皮质脊髓束异常	皮质脊髓束的异常，其是锥体系统的主要组成部分，是大脑和脊髓之间唯一的直接连接。
HP:0002493	皮质脊髓束功能障碍	从大脑运动皮层传递神经冲动到脊髓束的功能缺损。皮质脊髓束介导不相关联的自主技能运动。
HP:0002494	快速眼动睡眠异常	REM睡眠异常。 REM睡眠阶段的特点是脑电图模式去同步化，心率增快、血压升高，交感神经激活，除了眼睛和中耳肌肉之外的其它肌张力明显消失。其后跟随快速眼球运动阶段。
