身高异常	HP:0000002
内听道扩大	HP:0004458
外耳道外生骨疣	HP:0004459
先天性耳垂窦	HP:0004461
脑干听觉反应消失	HP:0004463
耳后凹陷	HP:0004464
脑干听觉诱发电位延长	HP:0004466
耳前凹陷	HP:0004467
气管软骨异常	HP:0004468
慢性支气管炎	HP:0004469
闭锁性枕部脑膨出	HP:0004470
先天性头顶部表皮发育不全	HP:0004471
下颌骨骨质增生	HP:0004472
前囟持续不闭合	HP:0004474
先天性顶叶区表皮发育不全	HP:0004476
筛骨脑膨出	HP:0004478
渐进性大头畸形	HP:0004481
相对大头畸形	HP:0004482
颅面不对称	HP:0004484
头部生长停滞	HP:0004485
尖扁头畸形	HP:0004487
出生时巨头畸形	HP:0004488
颅骨骨质增生	HP:0004490
大后囟	HP:0004491
前囟及颅缝宽大	HP:0004492
颅面骨骨质增生	HP:0004493
薄而前仰的鼻孔	HP:0004495
后鼻孔闭锁	HP:0004496
慢性狭窄性鼻炎	HP:0004499
双侧后鼻孔闭锁	HP:0004502
胰岛细胞增生	HP:0004510
长眉	HP:0004523
颞部少毛症	HP:0004524
沿发干不规则分布大片色素	HP:0004527
泛发性少毛症	HP:0004528
萎缩性斑片状脱发	HP:0004529
骶骨多毛症	HP:0004532
颈前区多毛症	HP:0004535
先天性全身多毛症	HP:0004540
头皮瘢痕性脱发	HP:0004552
泛发性多毛症	HP:0004554
椎体前缘融合	HP:0004557
扁平颈椎	HP:0004558
T12-L3椎体鸟喙样改变	HP:0004562
脊柱骨密度增加	HP:0004563
重度扁平椎	HP:0004565
梨形椎骨	HP:0004566
椎体鸟喙样改变	HP:0004568
椎体高度增加	HP:0004570
颈椎椎管增宽	HP:0004571
胸11椎体前部楔形	HP:0004573
中段颈关节面融合	HP:0004575
椎体终板硬化	HP:0004576
椎体前部扇形凹陷	HP:0004580
椎体前缘增高	HP:0004581
椎体不规则	HP:0004582
双凹椎体	HP:0004586
第二腰椎发育不良	HP:0004589
骶骨发育不全	HP:0004590
盘碟状椎体	HP:0004591
扁平胸椎	HP:0004592
椎体终板中后部骨质驼峰状凸起	HP:0004594
额外椎体骨化中心	HP:0004598
椎体缺如或低骨化	HP:0004599
L5区隐性脊柱裂	HP:0004601
颈C2/C3椎体融合	HP:0004602
椎体终板过度突出	HP:0004603
椎体矿化缺如	HP:0004605
椎体未骨化	HP:0004606
胸椎下部前缘鸟喙样凸出	HP:0004607
齿状突前置	HP:0004608
脊椎斑驳状变形	HP:0004609
腰椎管狭窄	HP:0004610
胸椎前凹	HP:0004611
S1区隐性脊柱裂	HP:0004614
椎弓裂	HP:0004616
蝴蝶椎弓	HP:0004617
三明治样椎体	HP:0004618
腰椎后侧凸	HP:0004619
椎弓膨大	HP:0004621
椎间隙渐进性变窄	HP:0004622
双凸椎体	HP:0004625
腰椎侧凸	HP:0004626
颈椎椎体小	HP:0004629
胸椎前缘鸟喙样凸出	HP:0004630
颈后肌群挛缩致颈椎屈度下降	HP:0004631
颈椎分节缺陷	HP:0004632
下胸椎后凸	HP:0004633
立方体形椎体	HP:0004634
颈椎C5/C6椎骨融合	HP:0004635
颈椎活动度下降	HP:0004637
羊水甲胎蛋白升高	HP:0004639
鼻骨发育不全	HP:0004646
面部肌肉发育不全	HP:0004660
额肌乏力	HP:0004661
面中线血管瘤	HP:0004664
面部表情减少	HP:0004673
成人眉弓突出	HP:0004676
大跗骨	HP:0004679
跖部深在皱褶纵向分布	HP:0004681
马蹄外翻足	HP:0004684
第三跖骨过短	HP:0004686
不规则的跗骨	HP:0004688
第四跖骨短	HP:0004689
跟腱增厚	HP:0004690
第二、三脚趾并趾	HP:0004691
第四、五脚趾并趾	HP:0004692
跟骨骨骺点状钙化	HP:0004695
马蹄内翻足高弓畸形	HP:0004696
跖骨骨质疏松	HP:0004699
第五跖骨过短	HP:0004704
肾旋转不良	HP:0004712
可逆性肾功能衰竭	HP:0004713
肾轴向旋转异常	HP:0004717
肾脏回声增强	HP:0004719
肾小球基底膜增厚	HP:0004722
钙性肾结石	HP:0004724
肾浓缩功能障碍	HP:0004727
急性肾小管间质性肾炎	HP:0004729
肾尿酸廓清障碍	HP:0004732
肾皮质微小囊肿	HP:0004734
融合肾移向一侧	HP:0004736
完全性肾小球硬化症	HP:0004737
肾集合系统形态异常	HP:0004742
慢性肾小管间质性肾炎	HP:0004743
肾小球内皮下电子致密沉积物	HP:0004746
心房扑动	HP:0004749
阵发性室性心动过速	HP:0004751
先天性房室分离	HP:0004752
永久性心房颤动	HP:0004754
室上性心动过速	HP:0004755
室性心动过速	HP:0004756
阵发性房颤	HP:0004757
劳力诱导型多形性室性心动过速	HP:0004758
血管成形术后冠状动脉再狭窄	HP:0004761
右心室发育不全	HP:0004762
阵发性室上性心动过速	HP:0004763
黏液瘤样二尖瓣退行性变	HP:0004764
前发稀疏	HP:0004768
体毛过早变白	HP:0004771
头发干枯	HP:0004779
肘部多毛症	HP:0004780
十二指肠息肉	HP:0004783
幼年性胃肠息肉病	HP:0004784
结肠旋转不良	HP:0004785
空肠憩室	HP:0004786
暴发性肝炎	HP:0004787
肠淋巴水肿	HP:0004788
乳糖不耐受	HP:0004789
小肠发育不良	HP:0004790
食管溃疡	HP:0004791
直肠会阴瘘	HP:0004792
小肠旋转不良	HP:0004794
错构瘤性胃息肉	HP:0004795
胃肠道梗阻	HP:0004796
多发性小肠闭锁	HP:0004797
胃肠道复发性感染	HP:0004798
空回肠憩室	HP:0004799
十二指肠憩室	HP:0004800
阵发性溶血性贫血	HP:0004802
先天性溶血性贫血	HP:0004804
急性髓性白血病	HP:0004808
新生儿同种免疫性血小板减少症	HP:0004809
先天性发育不良性贫血	HP:0004810
急性B淋巴细胞白血病	HP:0004812
输血后血小板减少症	HP:0004813
蚕豆诱发性溶血性贫血	HP:0004814
药物敏感溶血性贫血	HP:0004817
阵发性睡眠性血红蛋白尿症	HP:0004818
正细胞发育不良性贫血	HP:0004819
急性粒单核细胞白血病	HP:0004820
中性粒细胞核分叶过度	HP:0004821
非典型椭圆形红细胞增多症	HP:0004822
异形红细胞增多症	HP:0004823
血红蛋白氧亲和力增加	HP:0004825
叶酸无反应型巨幼细胞性贫血	HP:0004826
难治性贫血伴环状铁粒幼红细胞	HP:0004828
复发性血栓栓塞	HP:0004831
小球红细胞增多症	HP:0004835
急性早幼粒细胞白血病	HP:0004836
热异形红细胞增多症	HP:0004839
低色素性小红细胞性贫血	HP:0004840
凝血因子XII活性减低	HP:0004841
Coombs试验阳性溶血性贫血	HP:0004844
急性单核细胞白血病	HP:0004845
手术后出血时间延长	HP:0004846
Ph染色体阳性急性淋巴细胞白血病	HP:0004848
复发性深静脉血栓形成	HP:0004850
叶酸反应型巨幼细胞性贫血	HP:0004851
白细胞碱性磷酸酶减少	HP:0004852
间歇性血小板减少症	HP:0004854
蛋白S活性减低	HP:0004855
小细胞正色素性贫血	HP:0004856
高色素性大细胞性贫血	HP:0004857
巨核细胞缺乏性血小板减少症	HP:0004859
硫胺素反应性巨幼细胞性贫血	HP:0004860
难治性大细胞性贫血	HP:0004861
代偿性溶血性贫血	HP:0004863
难治性铁粒幼细胞贫血	HP:0004864
ADP诱导的血小板聚集障碍	HP:0004866
慢性溶血性贫血	HP:0004870
会阴瘘	HP:0004871
切口疝	HP:0004872
新生儿吸气性喘鸣	HP:0004875
新生儿自发性气胸	HP:0004876
肋间肌无力	HP:0004878
间歇性过度通气	HP:0004879
童年呼吸道感染	HP:0004880
阵发性通气不足	HP:0004881
阵发性呼吸窘迫	HP:0004885
先天性喉喘鸣	HP:0004886
呼吸衰竭，需要辅助通气	HP:0004887
肌无力所致的间歇性呼吸功能不全发作	HP:0004889
肺动脉压升高	HP:0004890
误吸造成反复感染	HP:0004891
喉气管狭窄	HP:0004894
应激/感染诱发的乳酸酸中毒	HP:0004897
持续性乳酸酸中毒	HP:0004898
重度乳酸酸中毒	HP:0004900
运动诱发的乳酸血症	HP:0004901
先天性乳酸酸中毒	HP:0004902
青少年发病的成人型糖尿病	HP:0004904
维生素A缺乏症	HP:0004905
高钠脱水	HP:0004906
低钾低氯性代谢性碱中毒	HP:0004909
碳酸氢盐流失性肾小管酸中毒	HP:0004910
阵发性代谢性酸中毒	HP:0004911
低磷性佝偻病	HP:0004912
间歇性乳酸血症	HP:0004913
婴儿反复发作性低血糖	HP:0004914
半乳糖代谢障碍	HP:0004915
远端肾小管性酸中毒	HP:0004916
高氯性代谢性酸中毒	HP:0004918
半乳糖不耐受	HP:0004919
苯丙酮酸血症	HP:0004920
镁离子稳态平衡异常	HP:0004921
非典型高苯丙氨酸血症	HP:0004922
高苯丙氨酸血症	HP:0004923
口服葡萄糖耐量异常	HP:0004924
慢性乳酸酸中毒	HP:0004925
自主神经功能障碍性体位性低血压	HP:0004926
肺动脉扩张	HP:0004927
肺血管异常	HP:0004930
脑小动脉硬化	HP:0004931
升主动脉夹层	HP:0004933
血管钙化	HP:0004934
肺动脉闭锁	HP:0004935
静脉血栓形成	HP:0004936
肺动脉瘤	HP:0004937
脑动脉迂曲	HP:0004938
周身动脉钙化	HP:0004940
肝外门脉高压	HP:0004941
主动脉瘤	HP:0004942
加速性动脉粥样硬化	HP:0004943
脑动脉扩张	HP:0004944
颅外颈内动脉夹层	HP:0004945
动静脉瘘	HP:0004947
血管迂曲	HP:0004948
外周动脉狭窄	HP:0004950
肺动静脉瘘	HP:0004952
周身动脉迂曲	HP:0004955
胸降主动脉动脉瘤	HP:0004959
肺动脉缺失	HP:0004960
肺动脉吊带	HP:0004961
胸主动脉钙化	HP:0004962
主动脉钙化	HP:0004963
肺动脉中膜肥厚	HP:0004964
大动脉中层钙化	HP:0004966
复发性脑出血	HP:0004968
周围肺动脉狭窄	HP:0004969
生主动脉动脉瘤	HP:0004970
肺动脉发育不全	HP:0004971
平均动脉压升高	HP:0004972
腹主动脉缩窄	HP:0004974
股骨锥形瓶状变形	HP:0004975
膝关节脱位	HP:0004976
双侧桡骨发育不全	HP:0004977
干骺端硬化	HP:0004979
干骺端疏松	HP:0004980
尺骨茎突突出	HP:0004981
腿中段缩短	HP:0004987
骨骺条纹变	HP:0004990
肢根型手臂缩短	HP:0004991
长骨细长伴骨干狭窄	HP:0004993
肱骨近端骨骺多中心骨化	HP:0004997
复发性髌骨脱位	HP:0005001
股骨头骨骺发育不良/发育不全	HP:0005003
桡骨近端骨骺扁平	HP:0005004
出生时股骨有弯曲，随年龄增长而变直	HP:0005005
大关节脱位	HP:0005008
哑铃状肱骨	HP:0005009
因骨折愈合缓慢导致截肢的骨髓炎	HP:0005010
臂中段缩短	HP:0005011
桡骨远端骨骺发育不良	HP:0005013
多关节软骨钙质沉着病	HP:0005017
骨干增粗	HP:0005019
双侧肘关节脱臼	HP:0005021
肱骨远端发育不良	HP:0005025
肢体中部/根部短缩	HP:0005026
胫骨近端干骺端增宽	HP:0005028
尺骨远端发育不良	HP:0005033
全部趾骨缩短	HP:0005035
单侧尺骨发育不良	HP:0005036
近端桡尺骨性愈合	HP:0005037
多发性长骨外生骨疣	HP:0005039
股骨头骨骺不规则	HP:0005041
不规则佝偻病样干骺端	HP:0005042
肱骨近端干骺端不规则	HP:0005043
骨干皮质硬化症	HP:0005045
腕骨骨性融合	HP:0005048
桡骨头前外侧脱位	HP:0005050
干骺端骨刺	HP:0005054
关节痛/关节炎	HP:0005059
肘关节屈曲/扩展受限	HP:0005060
不规则、碎裂的骨骺	HP:0005063
干骺端融合的锥形骨骺	HP:0005066
腓骨近端增生	HP:0005067
尺骨茎突缺如	HP:0005068
根-干-端型肢体短缩	HP:0005069
近端桡骨头脱位	HP:0005070
手腕背伸过度	HP:0005072
桡骨头前脱位	HP:0005084
膝关节屈伸受限	HP:0005085
膝关节骨性关节炎	HP:0005086
干骺端小梁异常	HP:0005089
股骨外侧弯曲	HP:0005090
干骺端条纹样硬化	HP:0005092
桡骨近端骨骺缺如	HP:0005093
股骨远端弯曲	HP:0005096
严重的胎儿水肿	HP:0005099
胎膜早破引起的胎儿早产	HP:0005100
高频听力障碍	HP:0005101
耳蜗退行性变	HP:0005102
耳软骨钙化	HP:0005103
鼻中隔发育不全	HP:0005104
鼻形态异常	HP:0005105
椎骨终板异常	HP:0005106
骶骨形态异常	HP:0005107
椎间盘异常	HP:0005108
跟腱的异常	HP:0005109
心房纤颤	HP:0005110
腹主动脉瘤	HP:0005112
主动脉弓部瘤	HP:0005113
室上性心律失常	HP:0005115
动脉迂曲	HP:0005116
舒张压升高	HP:0005117
心房形态异常	HP:0005120
椎体后方扇形	HP:0005121
先天性左心室肥厚	HP:0005129
心包缩窄	HP:0005132
右心室扩张	HP:0005133
肺动脉瓣缺失	HP:0005134
T波异常	HP:0005135
二尖瓣环钙化	HP:0005136
升主动脉异常起源性右肺动脉	HP:0005143
室间隔肥厚	HP:0005144
冠状动脉狭窄	HP:0005145
心脏瓣膜钙化	HP:0005146
双向心室异位	HP:0005147
肺动脉瓣缺陷	HP:0005148
房室传导异常	HP:0005150
导管前主动脉缩窄	HP:0005151
组织细胞样心肌病	HP:0005152
室性逸搏心律	HP:0005155
左心房发育不全	HP:0005156
向心性肥厚型心肌病	HP:0005157
完全性肺静脉回流异常	HP:0005160
左心室功能异常	HP:0005162
肺动脉瓣发育不良	HP:0005164
PR间期缩短	HP:0005165
右心房压力升高	HP:0005168
完全性心脏传导阻滞伴宽QRS波群	HP:0005170
左后分支传导阻滞	HP:0005172
膜性主动脉瓣下狭窄	HP:0005174
主动脉瓣发育不良	HP:0005176
早发性动脉粥样硬化	HP:0005177
完全性心脏传导阻滞伴窄QRS波群	HP:0005178
三尖瓣反流	HP:0005180
早发性冠心病	HP:0005181
二叶肺动脉瓣	HP:0005182
心包淋巴管扩张	HP:0005183
QTc间期延长	HP:0005184
心脏收缩功能障碍	HP:0005185
滑膜肥厚	HP:0005186
关节渐进性受损	HP:0005187
近端指关节伸展过度	HP:0005190
先天性膝关节脱位	HP:0005191
大关节运动受限	HP:0005193
扁平跖骨头	HP:0005194
多关节病	HP:0005195
周身性晨僵	HP:0005197
指关节僵硬	HP:0005198
腹壁肌肉发育不全	HP:0005199
腹膜后纤维化	HP:0005200
异常脾门静脉系统	HP:0005201
幽门螺杆菌感染	HP:0005202
自发性食管穿孔	HP:0005203
胰腺假性囊肿	HP:0005206
胃肥大	HP:0005207
分泌性腹泻	HP:0005208
肝内胆管囊肿	HP:0005209
结肠发育不良	HP:0005210
中肠旋转不良	HP:0005211
肛门粘膜白斑	HP:0005212
胰腺钙化	HP:0005213
肠梗阻	HP:0005214
频繁蓝氏贾第鞭毛虫感染	HP:0005215
咀嚼功能受损	HP:0005216
内部器官重复	HP:0005217
肛门会阴瘘	HP:0005218
内因子缺乏	HP:0005219
多发性肠神经纤维瘤病	HP:0005220
肠憩室病	HP:0005222
重复结肠	HP:0005223
直肠脓肿	HP:0005224
肠道水肿	HP:0005225
腺瘤性结肠息肉病	HP:0005227
空回肠溃疡	HP:0005229
胆道梗阻	HP:0005230
慢性胃炎	HP:0005231
胰腺发育不良	HP:0005232
胆囊发育不良	HP:0005233
新生儿肠梗阻	HP:0005234
空肠闭锁	HP:0005235
慢性钙化性胰腺炎	HP:0005236
退行性肝病	HP:0005237
分散性肠息肉	HP:0005238
食管梗阻	HP:0005240
完全性肠神经节细胞缺乏	HP:0005241
肝外胆道闭锁	HP:0005242
局部腹肌发育不全	HP:0005243
胃肠道梗塞	HP:0005244
肠道发育不良	HP:0005245
巨大肥厚性胃炎	HP:0005246
腹壁肌肉发育不良	HP:0005247
肝内胆道闭锁	HP:0005248
功能性肠梗阻	HP:0005249
高位肠梗阻	HP:0005250
胸廓前后径增大	HP:0005253
单侧胸部发育不全	HP:0005254
胸小肌缺如	HP:0005255
胸大肌单侧缺如	HP:0005256
胸廓发育不全	HP:0005257
胸肌发育不全/发育不良	HP:0005258
双肩维持对称性异常	HP:0005259
关节出血	HP:0005261
滑膜异常	HP:0005262
胃炎	HP:0005263
胆囊异常	HP:0005264
空肠形态异常	HP:0005265
肠息肉	HP:0005266
宫颈机能不全或胎膜脆性原因导致的早产	HP:0005267
自然流产	HP:0005268
鼻唇沟突出	HP:0005272
鼻中隔软骨缺如	HP:0005273
鼻尖突出	HP:0005274
鼻软骨骨化	HP:0005275
鼻尖发育不全	HP:0005278
鼻梁塌陷	HP:0005280
鼻梁发育不全	HP:0005281
无鼻梁	HP:0005285
鼻孔异常	HP:0005288
鼻唇区异常	HP:0005289
颈内动脉发育不全	HP:0005290
炎症性动脉病	HP:0005291
冠状动脉内膜增厚	HP:0005292
静脉功能不全	HP:0005293
动脉夹层	HP:0005294
主动脉假性缩窄	HP:0005295
早发闭塞性血管狭窄	HP:0005297
结节性血管炎	HP:0005300
左侧上腔静脉永存	HP:0005301
颈动脉迂曲	HP:0005302
主动脉弓钙化	HP:0005303
肺静脉发育不全	HP:0005304
脑静脉血栓形成	HP:0005305
毛细血管瘤	HP:0005306
体位性低血压伴代偿性心动过速	HP:0005307
肺动脉收缩	HP:0005308
大血管炎	HP:0005310
肺血管发育不全	HP:0005311
肺动脉内膜纤维化	HP:0005312
纤维肌性动脉发育不良	HP:0005313
颈内动脉异常分支	HP:0005314
周围肺血管发育不全	HP:0005316
肺血管阻力增加	HP:0005317
脑血管炎	HP:0005318
面部皮下脂肪缺乏	HP:0005320
下颌面骨发育不全	HP:0005321
鼻中隔突起	HP:0005322
半侧面部肥大	HP:0005323
面部表情障碍	HP:0005324
颞部头发连到眉梢	HP:0005325
人中发育不全	HP:0005326
面部表情退失	HP:0005327
早衰面容	HP:0005328
面部表情木讷	HP:0005329
复发性下颌骨半脱位	HP:0005332
困倦的表情	HP:0005335
前额色素沉着	HP:0005336
眉尖稀疏	HP:0005338
补体系统异常	HP:0005339
膀胱痉挛/过度活跃	HP:0005340
自主性膀胱功能障碍	HP:0005341
膀胱发育不良	HP:0005343
颈动脉形态异常	HP:0005344
腔静脉形态异常	HP:0005345
面部表情异常	HP:0005346
气管软骨化	HP:0005347
吸气性喘鸣	HP:0005348
会厌发育不良	HP:0005349
重度T细胞免疫缺陷	HP:0005352
复发性疱疹	HP:0005353
T细胞功能缺陷	HP:0005354
血清补体因子I减少	HP:0005356
B细胞分化缺陷	HP:0005357
胸腺发育不全	HP:0005359
水痘易感	HP:0005360
体液免疫缺陷	HP:0005363
重型B淋巴细胞减少症	HP:0005365
复发性链球菌感染肺炎	HP:0005366
体液免疫异常	HP:0005368
血清补体因子H减少	HP:0005369
B细胞生理异常	HP:0005372
细胞免疫缺陷	HP:0005374
反复流感嗜血杆菌感染	HP:0005376
反复脑膜炎球菌感染	HP:0005381
B细胞活化障碍	HP:0005384
反复原虫感染	HP:0005386
联合免疫缺陷	HP:0005387
补体旁路途径组分消耗	HP:0005389
反复机会性感染	HP:0005390
冠状病毒229e易感	HP:0005396
中性粒细胞运动性能减低	HP:0005400
反复念珠菌感染	HP:0005401
T淋巴细胞减少症	HP:0005403
B细胞数量增多	HP:0005404
复发性细菌性皮肤感染	HP:0005406
CD4+辅助 T 细胞比例减低	HP:0005407
慢性肠道念珠菌症	HP:0005411
α-球蛋白增加	HP:0005413
CD8 + T细胞数目减低	HP:0005415
血清补体因子B降低	HP:0005416
T细胞活化降低	HP:0005419
反复革兰氏阴性菌感染	HP:0005420
血清补体C3减少	HP:0005421
CD8 + T细胞缺乏	HP:0005422
补体旁路途径功能失调	HP:0005423
特异性抗体应答缺失	HP:0005424
反复鼻窦及肺感染	HP:0005425
重症复发性水痘	HP:0005428
反复全身化脓性感染	HP:0005429
反复奈瑟氏球菌感染	HP:0005430
婴儿期一过性低丙球蛋白血症	HP:0005432
T细胞功能受损	HP:0005435
婴儿和幼儿期反复感染	HP:0005437
上颌颧骨发育不全	HP:0005439
颅缝硬化	HP:0005441
冠状缝未闭	HP:0005442
后颅窝增宽	HP:0005445
下颌钝角	HP:0005446
桥形蝶鞍	HP:0005449
颅骨硬化	HP:0005450
颅底骨化减少	HP:0005451
副鼻窦缺如/发育不全	HP:0005453
筛窦缺如	HP:0005456
囟门过早闭合	HP:0005458
颅面比例失调	HP:0005461
大脑镰钙化	HP:0005462
长蝶鞍	HP:0005463
颅面骨硬化	HP:0005464
面骨增生	HP:0005465
额骨发育不全	HP:0005466
枕骨扁平	HP:0005469
眶颅缝早闭	HP:0005472
中耳听小骨融合	HP:0005473
颅骨骨化减少	HP:0005474
矢状缝未闭	HP:0005476
颅底渐进性硬化症	HP:0005477
额窦突出	HP:0005478
循环IgE水平降低	HP:0005479
替代补体途径异常	HP:0005482
会厌形态异常	HP:0005483
继发性小头畸形	HP:0005484
小囟门	HP:0005486
额嵴突出	HP:0005487
出生后巨头畸形	HP:0005490
后囟门过早闭合	HP:0005494
额缝开放至鼻根	HP:0005495
前/后囟门中线皮肤凹陷	HP:0005498
红细胞渗透脆性增加	HP:0005502
难治性贫血	HP:0005505
慢性粒细胞白血病	HP:0005506
Barts 血红蛋白	HP:0005507
单克隆IgM血症	HP:0005508
一过性幼红细胞减少症	HP:0005510
海因小体贫血	HP:0005511
中性粒细胞杀伤葡萄球菌功能减低	HP:0005512
巨核细胞计数增加	HP:0005513
T细胞淋巴瘤/白血病	HP:0005517
